Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-27,West,Chika,Monitor,2,613,1226
2025-11-27,East,Alice,Monitor,8,745,5960
2025-11-27,East,Alice,Mouse,7,1287,9009
2025-11-27,East,Ben,Webcam,9,153,1377
2025-11-27,East,Ben,Printer,8,213,1704
2025-11-27,East,Ella,Keyboard,6,1262,7572
2025-11-27,East,Ella,Keyboard,5,1189,5945
2025-11-27,East,David,Laptop,4,1369,5476
2025-11-27,East,David,Monitor,5,1268,6340
2025-11-27,North,Ella,Monitor,6,77,462
2025-11-27,West,Ben,Monitor,6,1356,8136
2025-11-27,West,Ben,Headphones,9,1137,10233
2025-11-27,North,Alice,Laptop,1,471,471
2025-11-27,South,David,Mouse,5,1204,6020
2025-11-27,North,David,Mouse,9,66,594
2025-11-27,South,Alice,Laptop,7,126,882
2025-11-27,North,David,Webcam,8,217,1736
2025-11-27,South,David,Webcam,5,121,605
2025-11-27,North,Ella,Webcam,9,385,3465
2025-11-27,East,Ella,Keyboard,3,742,2226
2025-11-27,North,Alice,Monitor,2,1446,2892
2025-11-27,East,Ella,Printer,3,894,2682
2025-11-27,West,Ben,Laptop,7,1104,7728
2025-11-27,East,David,Keyboard,1,389,389
2025-11-27,South,Ben,Keyboard,9,1010,9090
2025-11-27,South,Ben,Printer,9,1412,12708
2025-11-27,South,David,Printer,1,715,715
2025-11-27,West,David,Webcam,6,231,1386
2025-11-27,East,Ella,Laptop,1,947,947
2025-11-27,West,Alice,Webcam,9,964,8676
2025-11-27,West,Chika,Printer,9,392,3528
2025-11-27,West,David,Keyboard,4,486,1944
2025-11-27,West,Ben,Monitor,4,1429,5716
2025-11-27,South,Chika,Headphones,5,414,2070
2025-11-27,East,Alice,Mouse,1,722,722
2025-11-27,North,David,Monitor,9,1298,11682
2025-11-27,East,Chika,Laptop,2,1359,2718
2025-11-27,West,Chika,Mouse,6,444,2664
2025-11-27,East,Ben,Monitor,8,1407,11256
2025-11-27,East,Ella,Webcam,6,516,3096
2025-11-27,East,Chika,Printer,1,290,290
2025-11-27,North,David,Monitor,2,741,1482
2025-11-27,East,Ella,Keyboard,4,245,980
2025-11-27,East,Alice,Laptop,2,517,1034
2025-11-27,West,Chika,Keyboard,5,1258,6290
2025-11-27,East,Ben,Monitor,7,385,2695
2025-11-27,South,Ben,Laptop,1,709,709
2025-11-27,West,David,Printer,9,1108,9972
2025-11-27,West,David,Printer,4,739,2956
2025-11-27,North,Chika,Laptop,7,975,6825
2025-11-27,East,Ella,Laptop,9,892,8028
2025-11-27,North,Alice,Laptop,1,1343,1343
2025-11-27,North,Chika,Webcam,1,617,617
2025-11-27,North,David,Monitor,5,467,2335
2025-11-27,South,David,Printer,2,423,846
2025-11-27,East,Ella,Printer,3,749,2247
