Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-14,East,David,Headphones,9,621,5589
2025-11-14,West,David,Webcam,3,78,234
2025-11-14,West,David,Printer,7,234,1638
2025-11-14,East,Ella,Printer,9,500,4500
2025-11-14,West,Ella,Printer,7,353,2471
2025-11-14,East,Ella,Laptop,2,1317,2634
2025-11-14,South,Ben,Webcam,3,406,1218
2025-11-14,West,Chika,Webcam,9,436,3924
2025-11-14,East,Chika,Monitor,2,858,1716
2025-11-14,North,Ben,Monitor,9,768,6912
2025-11-14,South,Alice,Monitor,1,1129,1129
2025-11-14,South,Ben,Monitor,1,227,227
2025-11-14,North,Alice,Laptop,4,1068,4272
2025-11-14,West,Alice,Headphones,3,1450,4350
2025-11-14,North,Chika,Keyboard,4,1280,5120
2025-11-14,East,Ben,Keyboard,9,195,1755
2025-11-14,North,David,Webcam,7,1431,10017
2025-11-14,West,Ella,Webcam,7,774,5418
2025-11-14,South,Alice,Laptop,6,1001,6006
2025-11-14,East,Chika,Webcam,7,443,3101
2025-11-14,East,Ella,Printer,8,1131,9048
2025-11-14,South,David,Laptop,9,358,3222
2025-11-14,South,Alice,Mouse,3,483,1449
2025-11-14,East,Alice,Webcam,7,664,4648
2025-11-14,East,Alice,Headphones,8,1179,9432
2025-11-14,East,Chika,Printer,1,1245,1245
2025-11-14,North,David,Laptop,9,410,3690
2025-11-14,East,David,Keyboard,9,894,8046
2025-11-14,West,David,Headphones,7,708,4956
2025-11-14,South,Ben,Mouse,6,89,534
2025-11-14,West,Alice,Webcam,7,1310,9170
2025-11-14,South,Chika,Laptop,6,1184,7104
2025-11-14,South,Alice,Mouse,9,929,8361
2025-11-14,East,Alice,Monitor,6,583,3498
2025-11-14,South,David,Printer,6,822,4932
2025-11-14,North,Ben,Printer,6,320,1920
2025-11-14,South,David,Printer,9,85,765
2025-11-14,East,Chika,Keyboard,1,385,385
2025-11-14,East,Alice,Monitor,7,1143,8001
2025-11-14,South,Chika,Keyboard,3,566,1698
2025-11-14,East,David,Keyboard,7,101,707
2025-11-14,South,Chika,Laptop,5,665,3325
2025-11-14,West,Alice,Keyboard,7,527,3689
2025-11-14,West,Chika,Printer,6,76,456
2025-11-14,South,Alice,Printer,3,450,1350
2025-11-14,East,Ben,Keyboard,1,665,665
2025-11-14,North,Chika,Mouse,4,1443,5772
2025-11-14,West,Alice,Keyboard,9,1233,11097
2025-11-14,South,Alice,Webcam,9,589,5301
2025-11-14,South,Chika,Headphones,7,385,2695
2025-11-14,North,Ella,Monitor,1,1041,1041
2025-11-14,West,David,Monitor,1,821,821
2025-11-14,East,Ella,Laptop,1,134,134
2025-11-14,North,Ben,Printer,6,755,4530
2025-11-14,East,Ben,Mouse,5,1166,5830
2025-11-14,North,David,Printer,2,791,1582
2025-11-14,East,Ella,Printer,4,171,684
2025-11-14,West,Ella,Keyboard,2,236,472
2025-11-14,South,Ben,Mouse,3,104,312
2025-11-14,South,Alice,Laptop,6,590,3540
2025-11-14,North,Chika,Mouse,8,1154,9232
2025-11-14,South,David,Laptop,7,1222,8554
2025-11-14,East,Alice,Monitor,8,1315,10520
2025-11-14,West,Alice,Laptop,2,741,1482
2025-11-14,West,David,Monitor,9,628,5652
2025-11-14,East,Ella,Mouse,6,1308,7848
2025-11-14,East,David,Mouse,6,192,1152
2025-11-14,South,Chika,Monitor,9,1090,9810
2025-11-14,North,Ben,Webcam,4,279,1116
2025-11-14,East,Chika,Headphones,4,1292,5168
2025-11-14,North,David,Printer,9,1394,12546
2025-11-14,East,Chika,Mouse,8,1404,11232
2025-11-14,East,Ella,Keyboard,2,302,604
2025-11-14,South,Alice,Laptop,7,219,1533
2025-11-14,South,Chika,Keyboard,2,1079,2158
2025-11-14,North,Alice,Keyboard,3,723,2169
2025-11-14,West,Chika,Laptop,8,1410,11280
2025-11-14,West,Chika,Printer,7,1003,7021
2025-11-14,North,Ella,Mouse,2,56,112
2025-11-14,West,David,Headphones,5,1277,6385
2025-11-14,East,Alice,Monitor,7,1136,7952
2025-11-14,North,David,Printer,2,1073,2146
