Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-10,East,Chika,Laptop,9,744,6696
2025-11-10,West,Chika,Keyboard,9,159,1431
2025-11-10,East,Ben,Webcam,5,403,2015
2025-11-10,West,Ben,Keyboard,7,1252,8764
2025-11-10,West,Chika,Headphones,9,1298,11682
2025-11-10,North,Alice,Mouse,6,621,3726
2025-11-10,South,Ben,Laptop,3,988,2964
2025-11-10,North,Chika,Mouse,9,538,4842
2025-11-10,North,Ben,Headphones,5,639,3195
2025-11-10,South,Alice,Mouse,1,901,901
2025-11-10,North,Chika,Keyboard,4,64,256
2025-11-10,South,Ben,Printer,9,689,6201
2025-11-10,West,David,Keyboard,2,294,588
2025-11-10,East,Ben,Mouse,4,806,3224
2025-11-10,East,Chika,Laptop,8,1376,11008
2025-11-10,East,Ella,Laptop,7,756,5292
2025-11-10,North,Ella,Headphones,8,406,3248
2025-11-10,North,David,Printer,8,339,2712
2025-11-10,West,David,Webcam,3,197,591
2025-11-10,North,David,Keyboard,3,902,2706
2025-11-10,West,David,Headphones,8,792,6336
2025-11-10,East,Alice,Keyboard,8,488,3904
2025-11-10,South,David,Mouse,7,973,6811
2025-11-10,South,Alice,Headphones,6,58,348
2025-11-10,North,Chika,Webcam,5,1056,5280
2025-11-10,South,Ben,Headphones,7,1012,7084
2025-11-10,South,Ella,Mouse,8,81,648
2025-11-10,West,Chika,Laptop,8,730,5840
2025-11-10,North,Chika,Webcam,6,1025,6150
2025-11-10,East,Ben,Mouse,7,947,6629
2025-11-10,West,Chika,Keyboard,8,837,6696
2025-11-10,West,Alice,Keyboard,4,1086,4344
2025-11-10,West,Alice,Laptop,6,252,1512
2025-11-10,South,Ella,Headphones,6,1334,8004
2025-11-10,East,Alice,Mouse,1,163,163
2025-11-10,South,Alice,Printer,6,1217,7302
2025-11-10,West,Ben,Keyboard,6,844,5064
2025-11-10,North,Chika,Printer,9,1117,10053
2025-11-10,South,Chika,Mouse,8,1012,8096
2025-11-10,North,Ben,Headphones,6,656,3936
2025-11-10,East,Ella,Headphones,2,180,360
2025-11-10,West,Chika,Mouse,8,1071,8568
2025-11-10,East,Ella,Printer,9,1008,9072
2025-11-10,East,Ella,Webcam,5,1356,6780
2025-11-10,North,Alice,Printer,7,469,3283
2025-11-10,South,Ella,Webcam,1,1364,1364
2025-11-10,South,Alice,Laptop,2,1271,2542
2025-11-10,North,Ella,Headphones,1,92,92
2025-11-10,North,Chika,Headphones,9,347,3123
2025-11-10,South,Chika,Headphones,8,1296,10368
2025-11-10,South,Ben,Keyboard,3,500,1500
2025-11-10,East,Chika,Headphones,7,903,6321
2025-11-10,North,Ben,Printer,3,611,1833
2025-11-10,South,David,Webcam,6,1252,7512
2025-11-10,South,Alice,Keyboard,7,739,5173
2025-11-10,West,David,Monitor,6,1310,7860
2025-11-10,West,Chika,Printer,7,208,1456
2025-11-10,East,Alice,Printer,8,1241,9928
2025-11-10,South,David,Printer,7,1195,8365
2025-11-10,South,Ella,Webcam,8,159,1272
2025-11-10,East,David,Monitor,9,1219,10971
2025-11-10,South,Ben,Mouse,3,1377,4131
2025-11-10,East,Alice,Mouse,3,547,1641
2025-11-10,North,Ben,Keyboard,1,161,161
2025-11-10,North,Alice,Laptop,1,1038,1038
2025-11-10,South,David,Mouse,1,1296,1296
2025-11-10,South,David,Mouse,2,1119,2238
2025-11-10,West,Chika,Headphones,7,1198,8386
2025-11-10,North,Ella,Webcam,4,362,1448
2025-11-10,East,Ben,Mouse,8,110,880
2025-11-10,East,Ben,Printer,5,1147,5735
2025-11-10,East,Ella,Mouse,7,1168,8176
2025-11-10,West,Chika,Webcam,1,1049,1049
2025-11-10,North,Ben,Monitor,6,741,4446
2025-11-10,South,Chika,Laptop,4,609,2436
2025-11-10,East,Alice,Mouse,7,286,2002
2025-11-10,East,Alice,Keyboard,4,980,3920
2025-11-10,West,Alice,Laptop,8,1234,9872
2025-11-10,South,Alice,Webcam,7,362,2534
2025-11-10,West,David,Webcam,6,1291,7746
2025-11-10,North,Ella,Keyboard,3,1091,3273
2025-11-10,South,Chika,Keyboard,6,874,5244
2025-11-10,North,David,Headphones,4,428,1712
2025-11-10,East,Ella,Printer,5,649,3245
2025-11-10,East,Alice,Headphones,4,1373,5492
2025-11-10,West,Chika,Headphones,1,1259,1259
2025-11-10,East,David,Keyboard,2,1371,2742
2025-11-10,North,Ben,Printer,9,699,6291
2025-11-10,West,David,Monitor,5,1296,6480
2025-11-10,North,David,Mouse,4,1464,5856
2025-11-10,South,Alice,Laptop,9,316,2844
2025-11-10,East,Alice,Monitor,9,1079,9711
2025-11-10,South,David,Headphones,7,590,4130
2025-11-10,West,David,Laptop,3,251,753
2025-11-10,North,Chika,Mouse,3,136,408
2025-11-10,East,David,Headphones,9,249,2241
2025-11-10,South,Alice,Webcam,8,429,3432
2025-11-10,North,Alice,Printer,2,1404,2808
2025-11-10,North,Ben,Printer,4,1091,4364
2025-11-10,West,David,Webcam,4,1464,5856
2025-11-10,South,Ben,Webcam,6,1364,8184
2025-11-10,East,Alice,Printer,5,298,1490
2025-11-10,East,Chika,Printer,9,418,3762
2025-11-10,South,Alice,Mouse,1,205,205
2025-11-10,East,David,Webcam,5,1103,5515
2025-11-10,North,Alice,Keyboard,2,772,1544
2025-11-10,South,David,Keyboard,4,1119,4476
2025-11-10,West,Chika,Mouse,2,1217,2434
2025-11-10,South,Ella,Printer,7,608,4256
2025-11-10,East,Ben,Mouse,5,867,4335
2025-11-10,West,David,Monitor,9,454,4086
2025-11-10,West,Alice,Webcam,4,926,3704
2025-11-10,South,David,Headphones,7,1042,7294
2025-11-10,South,Chika,Monitor,6,510,3060
2025-11-10,South,Chika,Webcam,7,1346,9422
2025-11-10,South,Chika,Printer,7,629,4403
2025-11-10,West,Ella,Mouse,6,249,1494
2025-11-10,East,Ben,Keyboard,5,444,2220
2025-11-10,West,David,Keyboard,4,1309,5236
2025-11-10,West,Ella,Headphones,4,868,3472
2025-11-10,North,David,Monitor,7,488,3416
2025-11-10,North,Ben,Monitor,6,1237,7422
2025-11-10,West,Chika,Laptop,5,362,1810
2025-11-10,East,Chika,Monitor,9,87,783
2025-11-10,North,Chika,Mouse,5,171,855
2025-11-10,West,Alice,Keyboard,3,984,2952
2025-11-10,East,Alice,Headphones,7,1322,9254
2025-11-10,East,Ella,Laptop,7,1002,7014
2025-11-10,West,David,Headphones,3,1477,4431
2025-11-10,East,Ella,Keyboard,8,789,6312
2025-11-10,South,Chika,Monitor,2,257,514
2025-11-10,North,Chika,Keyboard,5,418,2090
2025-11-10,North,Ella,Laptop,2,878,1756
2025-11-10,North,David,Webcam,6,534,3204
2025-11-10,West,Ella,Laptop,5,302,1510
2025-11-10,West,Ella,Webcam,6,1198,7188
2025-11-10,East,David,Headphones,2,700,1400
2025-11-10,North,Ben,Laptop,4,1077,4308
2025-11-10,East,David,Printer,9,1349,12141
2025-11-10,East,Chika,Laptop,4,431,1724
2025-11-10,North,David,Laptop,5,941,4705
2025-11-10,East,Chika,Laptop,5,616,3080
2025-11-10,West,Ella,Webcam,7,627,4389
2025-11-10,South,Alice,Headphones,1,1252,1252
2025-11-10,West,Ella,Webcam,7,345,2415
2025-11-10,South,Ben,Printer,3,1339,4017
2025-11-10,South,Alice,Keyboard,6,61,366
2025-11-10,South,Ella,Laptop,6,116,696
2025-11-10,East,Ben,Mouse,3,1065,3195
2025-11-10,East,David,Webcam,7,609,4263
2025-11-10,East,Chika,Keyboard,4,193,772
2025-11-10,East,Alice,Webcam,3,1242,3726
2025-11-10,North,David,Webcam,2,670,1340
2025-11-10,East,Chika,Headphones,5,1149,5745
2025-11-10,South,Alice,Headphones,6,1344,8064
2025-11-10,South,Ben,Webcam,7,58,406
2025-11-10,East,David,Mouse,6,1003,6018
2025-11-10,North,Chika,Monitor,9,853,7677
2025-11-10,North,David,Headphones,3,210,630
2025-11-10,South,Alice,Headphones,5,1095,5475
2025-11-10,West,Ben,Keyboard,3,1238,3714
2025-11-10,North,Ella,Printer,4,705,2820
2025-11-10,West,Chika,Mouse,8,1072,8576
2025-11-10,South,Chika,Keyboard,3,527,1581
2025-11-10,East,David,Webcam,9,857,7713
2025-11-10,North,David,Webcam,8,901,7208
2025-11-10,West,Ella,Webcam,9,190,1710
2025-11-10,North,David,Monitor,4,82,328
2025-11-10,North,Alice,Laptop,8,1382,11056
2025-11-10,North,Ella,Laptop,8,1083,8664
2025-11-10,North,Ella,Monitor,8,445,3560
2025-11-10,South,Chika,Printer,5,972,4860
2025-11-10,East,Ella,Headphones,6,686,4116
2025-11-10,North,Chika,Keyboard,7,392,2744
2025-11-10,West,Ella,Printer,1,559,559
2025-11-10,North,Ella,Monitor,5,1344,6720
2025-11-10,East,Ella,Webcam,8,459,3672
2025-11-10,East,Chika,Mouse,8,768,6144
2025-11-10,South,Alice,Keyboard,2,1119,2238
2025-11-10,West,Alice,Mouse,7,648,4536
2025-11-10,East,Chika,Keyboard,6,570,3420
2025-11-10,North,Ben,Mouse,1,950,950
2025-11-10,West,Chika,Headphones,6,1275,7650
2025-11-10,South,Ben,Monitor,5,987,4935
2025-11-10,North,Ella,Keyboard,5,817,4085
2025-11-10,North,David,Webcam,6,601,3606
2025-11-10,East,David,Monitor,4,497,1988
2025-11-10,South,Chika,Headphones,7,458,3206
2025-11-10,North,Ben,Keyboard,6,1089,6534
2025-11-10,West,David,Monitor,6,1317,7902
2025-11-10,North,Chika,Webcam,1,944,944
2025-11-10,South,Ella,Keyboard,2,665,1330
2025-11-10,South,David,Headphones,7,437,3059
2025-11-10,West,Chika,Monitor,6,214,1284
2025-11-10,West,Alice,Laptop,6,1286,7716
2025-11-10,South,David,Keyboard,7,1236,8652
2025-11-10,West,Ella,Headphones,3,1484,4452
2025-11-10,East,David,Monitor,1,471,471
2025-11-10,North,Alice,Webcam,9,812,7308
2025-11-10,South,David,Monitor,1,403,403
