Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-24,West,Chika,Keyboard,2,705,1410
2025-11-24,East,Ben,Monitor,4,68,272
2025-11-24,North,Alice,Headphones,5,1165,5825
2025-11-24,East,David,Printer,4,1121,4484
2025-11-24,South,David,Laptop,3,461,1383
2025-11-24,North,Ben,Printer,4,1160,4640
2025-11-24,West,Chika,Laptop,6,210,1260
2025-11-24,North,Ella,Printer,3,738,2214
2025-11-24,North,David,Headphones,5,484,2420
2025-11-24,East,Chika,Webcam,2,801,1602
2025-11-24,North,Ben,Headphones,9,946,8514
2025-11-24,East,Alice,Keyboard,7,990,6930
2025-11-24,South,Ella,Webcam,6,1366,8196
2025-11-24,South,Chika,Laptop,5,50,250
2025-11-24,West,Chika,Headphones,7,416,2912
2025-11-24,East,Chika,Webcam,7,500,3500
2025-11-24,East,David,Webcam,5,982,4910
2025-11-24,West,Alice,Laptop,6,418,2508
2025-11-24,West,David,Keyboard,9,1445,13005
2025-11-24,North,David,Laptop,4,507,2028
2025-11-24,West,Chika,Keyboard,9,1342,12078
2025-11-24,North,Ben,Laptop,3,1091,3273
2025-11-24,West,Ben,Laptop,1,1428,1428
2025-11-24,South,Alice,Headphones,9,716,6444
2025-11-24,West,Alice,Laptop,2,933,1866
2025-11-24,East,Ella,Headphones,4,1479,5916
2025-11-24,North,Ben,Mouse,2,1274,2548
2025-11-24,West,Ben,Keyboard,7,1090,7630
2025-11-24,South,Ben,Printer,1,1089,1089
2025-11-24,East,David,Printer,7,1283,8981
2025-11-24,East,Ella,Keyboard,8,1484,11872
2025-11-24,South,David,Printer,4,813,3252
2025-11-24,South,Chika,Webcam,8,542,4336
2025-11-24,North,David,Webcam,6,487,2922
2025-11-24,West,Alice,Mouse,3,779,2337
2025-11-24,South,Alice,Keyboard,7,94,658
2025-11-24,South,David,Mouse,7,550,3850
2025-11-24,South,Chika,Monitor,4,1023,4092
2025-11-24,South,Alice,Mouse,9,350,3150
2025-11-24,North,Ben,Webcam,3,1401,4203
2025-11-24,East,Chika,Printer,5,874,4370
2025-11-24,South,Chika,Laptop,1,718,718
2025-11-24,North,Ella,Headphones,5,889,4445
2025-11-24,East,Ben,Webcam,1,128,128
2025-11-24,North,Ella,Mouse,8,491,3928
2025-11-24,East,Alice,Printer,1,533,533
2025-11-24,East,Ella,Mouse,1,774,774
2025-11-24,North,Alice,Mouse,9,972,8748
2025-11-24,North,Ella,Mouse,5,1337,6685
2025-11-24,South,Ella,Mouse,1,174,174
2025-11-24,South,Ella,Printer,8,1053,8424
2025-11-24,West,Ella,Monitor,5,910,4550
2025-11-24,West,David,Laptop,3,220,660
2025-11-24,South,Alice,Mouse,2,1415,2830
2025-11-24,West,Chika,Keyboard,2,777,1554
2025-11-24,North,Alice,Printer,9,604,5436
2025-11-24,North,Alice,Keyboard,7,146,1022
2025-11-24,West,Ben,Monitor,7,1251,8757
2025-11-24,East,Alice,Laptop,6,639,3834
2025-11-24,East,David,Printer,9,543,4887
2025-11-24,South,Chika,Monitor,1,923,923
2025-11-24,East,David,Webcam,8,280,2240
2025-11-24,South,David,Laptop,4,500,2000
2025-11-24,North,Ben,Webcam,5,61,305
2025-11-24,North,Ben,Printer,5,164,820
2025-11-24,North,Ben,Monitor,3,1456,4368
2025-11-24,East,Chika,Headphones,2,785,1570
2025-11-24,North,Ella,Laptop,3,148,444
2025-11-24,West,David,Monitor,9,1496,13464
2025-11-24,West,Alice,Monitor,1,351,351
2025-11-24,West,Ben,Keyboard,1,1301,1301
2025-11-24,North,Ben,Printer,2,1231,2462
2025-11-24,North,Alice,Mouse,9,529,4761
2025-11-24,East,Alice,Keyboard,3,1032,3096
2025-11-24,West,Ella,Laptop,4,276,1104
2025-11-24,North,David,Webcam,3,193,579
2025-11-24,North,David,Keyboard,9,621,5589
2025-11-24,East,Alice,Headphones,9,162,1458
2025-11-24,West,Ella,Monitor,4,944,3776
2025-11-24,West,Alice,Webcam,5,1086,5430
2025-11-24,West,Chika,Headphones,4,518,2072
2025-11-24,West,Chika,Mouse,2,1405,2810
2025-11-24,West,Ella,Monitor,6,585,3510
2025-11-24,South,Alice,Keyboard,2,287,574
2025-11-24,South,David,Printer,7,1285,8995
2025-11-24,North,Alice,Mouse,4,69,276
2025-11-24,North,Ella,Mouse,7,488,3416
2025-11-24,East,Chika,Laptop,2,76,152
2025-11-24,East,Alice,Laptop,1,1021,1021
2025-11-24,South,Ella,Printer,2,766,1532
2025-11-24,North,David,Webcam,7,1104,7728
2025-11-24,West,Chika,Laptop,1,891,891
2025-11-24,West,Alice,Keyboard,7,561,3927
2025-11-24,North,Alice,Printer,6,283,1698
2025-11-24,South,Ella,Printer,8,1298,10384
2025-11-24,East,Chika,Keyboard,3,903,2709
2025-11-24,North,David,Webcam,3,1042,3126
2025-11-24,North,Alice,Monitor,2,82,164
2025-11-24,East,David,Laptop,4,1337,5348
2025-11-24,North,Ella,Laptop,6,543,3258
2025-11-24,South,Chika,Monitor,7,594,4158
2025-11-24,East,Alice,Mouse,5,1035,5175
2025-11-24,North,Ella,Headphones,3,1295,3885
2025-11-24,South,Alice,Monitor,3,300,900
2025-11-24,North,David,Mouse,1,603,603
2025-11-24,West,Ella,Keyboard,9,1444,12996
2025-11-24,West,Chika,Monitor,4,464,1856
2025-11-24,East,Alice,Mouse,5,974,4870
2025-11-24,North,Chika,Webcam,8,672,5376
2025-11-24,East,Ben,Headphones,4,1480,5920
2025-11-24,North,Ella,Mouse,6,1351,8106
